id_comedien,nom,prenom,mail,dateNaiss,taille,poids,sexe
3751,Ray,Edmond,Ray@Edmond.dvg,1942-12-22,147.9,115.9,M
3752,Nathaniel,Dionne,Nathaniel@Dionne.grj,1978-9-1,160.5,90.5,M
3753,Robert,Vincent,Robert@Vincent.vku,1998-12-18,187.3,62.2,F
3754,William,Weishaupt,William@Weishaupt.obh,1947-3-1,172.6,107.2,M
3755,Janice,Ly,Janice@Ly.bcg,1948-2-20,175.4,93.5,M
3756,Dennis,Flores,Dennis@Flores.mla,1964-6-1,185.1,43.9,M
3757,Jason,Panora,Jason@Panora.rsz,1944-1-25,181.6,107.8,F
3758,Samuel,Lunde,Samuel@Lunde.mbt,1948-6-8,163.9,66.0,F
3759,Lillie,Holcomb,Lillie@Holcomb.bgg,1943-7-14,218.2,66.6,M
3760,Darin,Donalson,Darin@Donalson.znf,1984-4-17,167.5,74.9,M
3761,Consuelo,Reed,Consuelo@Reed.ezm,1984-12-14,203.2,48.7,M
3762,George,Moore,George@Moore.xhe,1958-12-20,177.0,85.2,M
3763,Mark,Garton,Mark@Garton.mqv,1955-5-20,219.6,58.3,M
3764,Regina,Morley,Regina@Morley.bio,1954-9-7,212.1,119.9,M
3765,Everett,Paulus,Everett@Paulus.cqg,2003-9-27,179.1,122.6,M
3766,Maria,Bates,Maria@Bates.kux,1970-6-9,205.6,75.2,M
3767,Tiffany,Ha,Tiffany@Ha.goh,1943-3-27,156.7,82.7,F
3768,Tim,Huff,Tim@Huff.rjy,1964-12-2,148.8,104.7,F
3769,Raymond,Bailey,Raymond@Bailey.imd,1972-7-19,162.7,125.5,M
3770,Norman,Moore,Norman@Moore.hhj,1992-3-12,144.7,74.2,M
3771,Thomas,Bohn,Thomas@Bohn.lsd,1962-9-22,185.2,90.1,F
3772,Maria,Ashley,Maria@Ashley.jlh,1965-1-27,151.1,42.3,F
3773,Dorothy,Mcclendon,Dorothy@Mcclendon.yiu,1969-1-8,154.0,70.4,M
3774,Donovan,Turner,Donovan@Turner.zmr,1968-6-13,171.3,45.9,M
3775,Roderick,Fontaine,Roderick@Fontaine.adm,1984-1-20,189.5,66.6,F
3776,Paul,Dominguez,Paul@Dominguez.kla,1981-2-28,167.5,122.4,M
3777,Rickey,Mei,Rickey@Mei.yqn,2009-8-3,151.7,123.0,M
3778,Christina,Williams,Christina@Williams.cgu,2005-8-5,151.3,102.2,M
3779,Courtney,Mcinnis,Courtney@Mcinnis.bcg,1972-12-24,202.2,73.0,M
3780,Gene,Augusto,Gene@Augusto.lur,1984-8-17,156.2,68.2,M
3781,Arthur,Oneal,Arthur@Oneal.nkx,1984-1-18,184.1,113.8,M
3782,Donald,Matthews,Donald@Matthews.upz,1965-7-6,179.5,110.6,F
3783,Cory,Brewer,Cory@Brewer.tsz,1981-9-17,140.1,108.0,F
3784,Fredrick,Emery,Fredrick@Emery.vsk,1959-2-6,209.9,61.1,F
3785,Lisa,Deperro,Lisa@Deperro.mkz,1992-10-14,177.6,126.7,F
3786,Israel,Landreth,Israel@Landreth.kbf,1961-1-1,184.6,53.9,M
3787,Tonya,Hernandez,Tonya@Hernandez.toq,1992-1-6,210.5,63.0,M
3788,David,Evans,David@Evans.umk,2000-6-20,194.1,115.1,M
3789,Paul,Rotz,Paul@Rotz.wqg,1950-5-26,217.3,59.4,M
3790,Maria,Mcwhirt,Maria@Mcwhirt.nku,1994-2-10,170.1,94.4,M
3791,Mallie,Brockway,Mallie@Brockway.ekc,2007-1-14,182.7,74.7,M
3792,Ronald,Johnson,Ronald@Johnson.vyn,1977-3-6,203.3,47.1,M
3793,Misty,Rodriguez,Misty@Rodriguez.ykc,1974-10-25,212.7,126.8,F
3794,Meghan,Brown,Meghan@Brown.tam,1947-3-25,191.3,89.6,M
3795,Vanessa,Mata,Vanessa@Mata.jpq,1958-7-8,153.7,108.6,M
3796,Jan,Schiavo,Jan@Schiavo.ite,1978-11-25,216.9,80.2,M
3797,Maritza,Bacon,Maritza@Bacon.kaq,1983-4-12,159.0,69.1,M
3798,Richard,Hoople,Richard@Hoople.qez,2002-6-20,199.2,123.0,M
3799,William,Wiren,William@Wiren.nru,1961-10-11,201.3,101.7,F
3800,Nicholas,Mcguire,Nicholas@Mcguire.dem,1990-8-21,216.5,40.9,M
3801,Richard,Wiseman,Richard@Wiseman.jwi,1989-12-2,171.5,96.1,M
3802,Johnnie,Valdez,Johnnie@Valdez.pil,1967-7-14,164.2,59.8,M
3803,Patrick,Smith,Patrick@Smith.uhn,1999-4-19,153.9,45.2,M
3804,Patrick,Callaghan,Patrick@Callaghan.oys,1958-12-5,180.0,52.2,F
3805,Rachel,Beach,Rachel@Beach.hgs,1953-1-20,201.2,115.6,M
3806,Grace,Zimmer,Grace@Zimmer.neo,1951-8-24,173.4,122.6,M
3807,Helen,Buonocore,Helen@Buonocore.cym,1947-1-18,199.3,92.6,F
3808,Donna,Fenner,Donna@Fenner.jaw,1983-1-16,215.9,81.9,M
3809,Diane,Scheuer,Diane@Scheuer.aap,1940-10-22,161.4,91.2,M
3810,Kiersten,Barrentine,Kiersten@Barrentine.htb,1958-8-22,185.2,118.9,F
3811,Madeleine,Bernard,Madeleine@Bernard.dgv,1982-5-3,198.6,101.0,M
3812,Mark,Williams,Mark@Williams.izd,1978-9-4,148.0,105.3,M
3813,Brian,Mcconnell,Brian@Mcconnell.hfu,1963-11-5,191.9,61.9,M
3814,Michael,Economou,Michael@Economou.ney,1985-1-12,216.1,75.6,M
3815,Alice,Rodriguez,Alice@Rodriguez.tes,1961-1-18,156.3,95.4,F
3816,Belinda,Draudt,Belinda@Draudt.qrv,1989-8-28,193.7,50.4,M
3817,Timothy,Tucker,Timothy@Tucker.wsw,1962-7-23,150.7,102.1,M
3818,Randal,Stout,Randal@Stout.hcd,1957-8-7,152.0,55.0,M
3819,Erika,Li,Erika@Li.vqd,1948-1-18,142.4,98.5,M
3820,Kevin,Pittman,Kevin@Pittman.dky,1966-10-18,184.7,86.0,M
3821,William,Greenlee,William@Greenlee.aww,1949-6-13,187.3,72.0,M
3822,William,Payne,William@Payne.caz,1988-2-9,171.1,77.4,M
3823,Sarah,Hensley,Sarah@Hensley.rhm,1962-5-13,143.9,127.5,M
3824,Antwan,Bowers,Antwan@Bowers.ztu,1999-4-17,203.4,78.1,F
3825,Rory,Wilhite,Rory@Wilhite.mqf,1941-3-20,206.6,85.5,F
3826,David,Tucker,David@Tucker.wsd,1962-12-22,181.2,127.0,F
3827,Denise,Morber,Denise@Morber.rzo,1969-9-25,168.5,57.7,M
3828,Nancy,Rutherford,Nancy@Rutherford.xkz,1966-8-28,170.9,41.5,F
3829,Kathleen,Hood,Kathleen@Hood.iwx,2008-1-24,143.4,52.3,M
3830,Jennie,Washburn,Jennie@Washburn.hip,1975-8-27,143.0,66.6,M
3831,Scott,Lopez,Scott@Lopez.qcm,2008-12-12,191.2,40.1,M
3832,Gary,Montoya,Gary@Montoya.mkp,1979-9-22,187.8,122.8,F
3833,Craig,Bash,Craig@Bash.two,1986-3-25,178.9,103.6,M
3834,John,Mielke,John@Mielke.cgo,1988-9-18,210.9,81.2,M
3835,Cynthia,Akers,Cynthia@Akers.nwr,2001-5-20,210.1,57.6,F
3836,Hector,Gutierrez,Hector@Gutierrez.xfp,2006-10-24,149.8,101.2,F
3837,Paul,Staley,Paul@Staley.wno,1994-8-7,154.6,128.8,F
3838,Jeremy,Ridley,Jeremy@Ridley.ktr,1992-9-12,174.9,90.2,F
3839,Rebecca,Wade,Rebecca@Wade.kgn,1969-1-3,180.6,126.8,M
3840,Alma,Libby,Alma@Libby.dsj,1949-3-1,215.5,64.9,M
3841,Brad,Lankford,Brad@Lankford.ksx,1987-5-19,214.0,130.2,M
3842,Christopher,Bohnert,Christopher@Bohnert.qlt,1948-11-22,212.8,123.1,M
3843,Emma,Martinez,Emma@Martinez.vxb,1955-8-7,145.9,118.0,M
3844,Lori,Benton,Lori@Benton.zgv,1957-1-22,155.2,60.1,F
3845,Catherine,Burkett,Catherine@Burkett.ntj,1957-6-11,152.1,71.7,M
3846,Raphael,Hess,Raphael@Hess.tvd,1968-9-22,171.2,111.6,M
3847,Robert,Hill,Robert@Hill.xjl,1965-8-27,207.5,114.3,M
3848,Trevor,Lagarde,Trevor@Lagarde.cvo,1976-6-8,162.9,45.2,M
3849,Odessa,Rundell,Odessa@Rundell.vhq,1960-11-3,170.0,44.4,F
3850,Mike,Winfield,Mike@Winfield.awr,1947-8-1,142.4,100.7,M
3851,Kimberly,Amundsen,Kimberly@Amundsen.ruk,1999-10-6,151.1,87.9,M
3852,Doris,Rodriguez,Doris@Rodriguez.yww,1969-7-24,206.1,121.9,M
3853,Mary,Hargreaves,Mary@Hargreaves.slb,1953-9-14,165.1,101.2,F
3854,Scott,Armstrong,Scott@Armstrong.dke,1980-2-9,148.2,100.1,F
3855,Sheila,Albrecht,Sheila@Albrecht.bmf,1976-5-8,209.9,81.9,M
3856,Heather,Morris,Heather@Morris.rci,1964-10-21,163.3,67.6,M
3857,Georgette,Gillespie,Georgette@Gillespie.mye,1978-9-6,171.9,113.6,M
3858,Bobby,Ford,Bobby@Ford.ryx,1955-5-4,178.1,104.1,M
3859,Cheryl,Ansel,Cheryl@Ansel.kin,2004-12-25,166.6,105.0,M
3860,Madeline,Dougherty,Madeline@Dougherty.yve,1983-3-26,189.5,45.1,F
3861,Rebecca,Schmitz,Rebecca@Schmitz.fux,2009-7-8,157.7,108.4,M
3862,Richard,Howell,Richard@Howell.wkw,1940-6-21,196.7,84.1,M
3863,Dwight,Evans,Dwight@Evans.nhs,1942-2-11,177.4,128.0,M
3864,Charles,Taylor,Charles@Taylor.pif,1980-3-8,218.5,88.9,M
3865,Robert,Martin,Robert@Martin.gvh,1978-12-9,183.3,99.9,F
3866,Robert,Mcdaniel,Robert@Mcdaniel.gat,1981-4-25,168.4,71.5,F
3867,Dorothy,Hendrick,Dorothy@Hendrick.vnk,2000-7-18,195.6,46.0,M
3868,Mattie,London,Mattie@London.rmi,1963-3-5,165.6,104.4,M
3869,Tressie,Winter,Tressie@Winter.fmv,1999-5-20,218.8,75.5,M
3870,Thomas,Moss,Thomas@Moss.che,1973-12-19,201.3,53.5,M
3871,Michael,Browning,Michael@Browning.vmm,2008-11-11,193.7,58.7,M
3872,Rose,Roberts,Rose@Roberts.vba,1997-10-7,175.9,83.3,M
3873,Edward,Evans,Edward@Evans.fvt,1956-11-2,217.0,114.9,M
3874,John,Moore,John@Moore.cjk,1947-2-4,194.0,56.7,M
3875,Chester,Bailey,Chester@Bailey.qbz,1950-11-5,189.2,61.7,M
3876,Marcia,Thomas,Marcia@Thomas.ehx,1949-7-15,183.2,51.3,M
3877,Bill,Nutt,Bill@Nutt.oyo,1974-10-3,207.9,69.4,M
3878,Barbara,Marquez,Barbara@Marquez.yrz,1976-5-18,185.2,68.0,M
3879,Edwin,Stiner,Edwin@Stiner.hfg,1984-3-24,216.5,54.0,M
3880,Arthur,Morgan,Arthur@Morgan.oap,1986-4-4,145.4,112.8,M
3881,Edna,Ham,Edna@Ham.tpk,1978-8-20,149.8,73.2,M
3882,Erik,Tsasie,Erik@Tsasie.gkq,1969-11-21,194.0,89.1,M
3883,Ross,Martin,Ross@Martin.hri,1969-9-9,160.8,111.1,M
3884,Sean,Coleman,Sean@Coleman.ogh,1996-8-11,153.5,97.5,M
3885,Jerry,Dolan,Jerry@Dolan.wjx,1941-12-3,219.6,68.4,M
3886,Dennis,Toole,Dennis@Toole.cys,1993-8-8,218.0,95.3,M
3887,Debra,Cuzco,Debra@Cuzco.aya,1984-9-19,216.7,116.2,M
3888,James,Wallace,James@Wallace.ebi,1985-3-3,196.5,78.3,M
3889,Betty,Carter,Betty@Carter.gqx,1997-4-2,144.6,129.4,M
3890,Brian,Gingues,Brian@Gingues.aem,1943-11-17,181.0,107.5,M
3891,Bradford,Adam,Bradford@Adam.mws,2003-2-6,160.5,68.7,F
3892,Leola,Sturgill,Leola@Sturgill.yyt,1966-5-25,213.4,120.5,F
3893,Peggy,Siggins,Peggy@Siggins.hur,1941-9-14,213.5,56.9,M
3894,Mark,Bougie,Mark@Bougie.uoh,1993-12-28,207.9,88.5,M
3895,Alfred,Drinkwater,Alfred@Drinkwater.qsz,1953-1-11,148.0,52.1,F
3896,Victoria,Bebout,Victoria@Bebout.rhi,1987-6-11,182.1,41.4,M
3897,Jill,Ritchie,Jill@Ritchie.ust,1998-5-6,208.5,106.0,F
3898,Danielle,Hinds,Danielle@Hinds.cxh,2009-4-23,180.8,119.6,M
3899,Lourdes,Thrift,Lourdes@Thrift.flt,1958-12-26,210.2,68.1,M
3900,Jason,Pellegrino,Jason@Pellegrino.bnd,1974-2-23,168.9,49.9,F
3901,Barbara,Crary,Barbara@Crary.kjz,2007-12-6,176.2,70.1,F
3902,Jessica,Cirrincione,Jessica@Cirrincione.awa,1946-9-9,205.2,67.5,M
3903,Steven,Gillis,Steven@Gillis.wyn,1988-6-8,186.0,83.6,M
3904,Thanh,Suazo,Thanh@Suazo.qxt,1959-11-13,145.3,78.6,F
3905,Beverley,Townes,Beverley@Townes.sef,1988-12-19,197.7,92.8,M
3906,Edward,Morris,Edward@Morris.pit,1944-8-15,148.4,101.4,F
3907,Carlene,Pereda,Carlene@Pereda.mah,1976-7-12,217.4,103.9,M
3908,Erwin,Hernandez,Erwin@Hernandez.tlh,1973-11-23,208.5,117.6,M
3909,Stephenie,Green,Stephenie@Green.qle,2009-7-16,145.6,75.1,M
3910,Fannie,Cline,Fannie@Cline.imp,1956-7-16,175.3,130.1,F
3911,Michelle,Henry,Michelle@Henry.yik,1942-11-2,190.2,82.8,M
3912,Bernard,Goldizen,Bernard@Goldizen.ctu,1974-11-20,158.0,124.7,M
3913,Amanda,Withrow,Amanda@Withrow.gmz,1951-9-9,205.8,64.8,M
3914,Minnie,Klug,Minnie@Klug.wcd,1989-12-3,173.9,78.9,M
3915,Dolores,Cote,Dolores@Cote.mct,1960-9-10,152.3,61.0,M
3916,Tara,Mulloy,Tara@Mulloy.mlt,1961-11-14,184.5,108.9,M
3917,Diane,Martinez,Diane@Martinez.esd,1981-11-2,160.0,124.6,M
3918,Barbara,Fernandez,Barbara@Fernandez.iyy,1966-10-28,168.1,118.2,M
3919,Sharon,Mekee,Sharon@Mekee.ojf,1984-6-7,205.6,115.0,M
3920,Jannie,Wilford,Jannie@Wilford.wxt,2006-10-27,159.1,101.0,M
3921,Damian,Stepp,Damian@Stepp.ihq,1953-2-21,212.8,128.8,M
3922,Frederick,Whatoname,Frederick@Whatoname.uek,1954-5-11,152.4,103.2,M
3923,Sadie,Froedge,Sadie@Froedge.hgg,1958-2-10,201.4,84.7,M
3924,Nancy,Cayo,Nancy@Cayo.daa,1981-8-2,197.5,43.4,M
3925,Richard,Brown,Richard@Brown.qsi,1995-3-21,217.6,86.3,F
3926,Ollie,Sturm,Ollie@Sturm.qie,1958-10-28,149.0,65.0,M
3927,Francis,Nordman,Francis@Nordman.oxj,2003-4-27,150.6,64.7,M
3928,Dana,Mccombs,Dana@Mccombs.dqq,1989-10-15,220.4,84.1,M
3929,Charles,Edwards,Charles@Edwards.mib,1962-9-22,188.3,99.7,M
3930,Charles,Kelley,Charles@Kelley.nqd,1981-5-18,202.8,71.4,F
3931,George,Krause,George@Krause.vkg,1944-5-6,160.5,43.7,M
3932,Laurie,Daniels,Laurie@Daniels.mtg,1940-9-9,191.4,75.8,F
3933,Gerald,Ripley,Gerald@Ripley.umi,1944-12-28,153.6,78.9,M
3934,Floyd,Shortino,Floyd@Shortino.csv,1960-1-18,208.9,99.7,M
3935,Mario,Caminero,Mario@Caminero.jet,1962-3-28,210.8,127.3,M
3936,James,Luedtke,James@Luedtke.yho,1948-5-3,194.4,44.6,F
3937,Joseph,Andersen,Joseph@Andersen.lto,1989-4-8,216.1,72.8,M
3938,Francisco,Maddox,Francisco@Maddox.ods,1940-9-8,206.2,55.6,M
3939,Lisa,Haley,Lisa@Haley.whn,1972-10-10,174.7,97.2,M
3940,Robert,Fogg,Robert@Fogg.rby,1958-5-9,200.7,93.8,F
3941,Lloyd,Grady,Lloyd@Grady.gmt,2000-12-24,178.7,83.8,F
3942,George,Amundson,George@Amundson.xwl,1941-11-17,196.5,92.8,F
3943,Mary,Cox,Mary@Cox.pfg,1995-6-21,199.0,56.8,M
3944,James,Dayton,James@Dayton.vom,1997-3-2,142.4,100.5,F
3945,Marion,Sanchez,Marion@Sanchez.woj,1990-2-28,162.7,63.4,M
3946,Maxine,Grimley,Maxine@Grimley.eob,2003-1-20,171.1,65.6,F
3947,Edward,Horan,Edward@Horan.xoq,1969-8-24,150.5,63.1,M
3948,Wm,Beck,Wm@Beck.dqw,1954-12-18,171.9,119.3,M
3949,Barbara,Brown,Barbara@Brown.exf,1970-1-28,181.1,68.4,F
3950,Lettie,Anderson,Lettie@Anderson.wco,1998-4-16,219.3,101.8,M
3951,Frank,Runge,Frank@Runge.ucw,2003-4-7,196.0,49.3,M
3952,Oscar,Carver,Oscar@Carver.rut,1989-4-10,165.4,107.5,F
3953,Julie,Wininger,Julie@Wininger.cft,1968-12-24,216.4,118.8,M
3954,Grace,Jackson,Grace@Jackson.nsj,1974-8-3,163.7,56.5,M
3955,Sarah,Miller,Sarah@Miller.vlr,1987-2-12,199.8,85.1,M
3956,Donald,Sieber,Donald@Sieber.bcc,1995-2-17,145.7,80.2,M
3957,Michelle,Marineau,Michelle@Marineau.yev,1996-8-19,196.8,42.1,F
3958,Will,Wright,Will@Wright.lsu,1977-7-20,176.7,51.9,M
3959,Harry,Reed,Harry@Reed.ljv,2005-6-24,206.8,54.8,F
3960,Ike,Guido,Ike@Guido.uzt,1995-11-14,219.5,97.2,F
3961,Gregory,Workman,Gregory@Workman.maz,1997-7-12,214.4,96.0,M
3962,Thomas,Hughes,Thomas@Hughes.uoy,1981-3-14,142.2,84.4,M
3963,Lucy,Waldman,Lucy@Waldman.soy,1971-10-14,201.4,74.6,M
3964,James,Grote,James@Grote.nzh,1941-2-10,143.5,102.0,F
3965,Lon,Diaz,Lon@Diaz.ske,1951-12-17,214.4,76.4,F
3966,Fred,Matthews,Fred@Matthews.ypx,1989-9-2,192.3,87.2,M
3967,Emory,Schmidt,Emory@Schmidt.vxt,1976-5-25,207.3,77.6,M
3968,Ruth,Rooney,Ruth@Rooney.tjv,1973-5-13,166.6,85.6,M
3969,Peggy,Swartout,Peggy@Swartout.aft,2001-4-5,172.8,68.1,M
3970,Avery,Ochoa,Avery@Ochoa.gis,1993-7-22,152.8,71.6,M
3971,Esther,Canela,Esther@Canela.mjg,2008-1-8,173.3,128.8,M
3972,Carole,Adams,Carole@Adams.ngi,1986-5-8,161.2,111.2,M
3973,Tony,Ohanlon,Tony@Ohanlon.efj,1998-10-1,148.9,110.8,F
3974,Mary,Gore,Mary@Gore.zcr,1963-4-17,147.4,111.3,F
3975,Mary,Ortiz,Mary@Ortiz.mwd,1969-5-28,197.4,72.9,F
3976,Steven,Mitchell,Steven@Mitchell.iwv,1953-8-2,178.7,52.1,M
3977,Wanda,Georgi,Wanda@Georgi.tug,1984-3-9,149.0,58.3,M
3978,Irene,Mcnew,Irene@Mcnew.qhq,1942-12-21,143.8,69.9,M
3979,Stanley,Wood,Stanley@Wood.qem,1948-11-27,207.9,70.9,M
3980,Evelyn,Corbett,Evelyn@Corbett.mxs,1958-1-3,172.2,92.3,M
3981,William,Guerrero,William@Guerrero.wqf,1948-7-10,198.4,46.9,M
3982,Andy,Zaring,Andy@Zaring.lsn,1977-3-26,195.1,60.7,F
3983,Evelyn,Cruz,Evelyn@Cruz.xhi,1981-5-21,199.2,73.3,F
3984,Stacy,Randall,Stacy@Randall.qsx,1946-10-1,161.0,113.4,M
3985,Stephanie,Frazier,Stephanie@Frazier.wje,1946-11-5,190.5,78.1,M
3986,Matthew,Robinson,Matthew@Robinson.dcz,1978-3-19,170.8,49.0,F
3987,Shirley,Losinski,Shirley@Losinski.kfs,1954-6-8,188.2,58.6,M
3988,John,Zinn,John@Zinn.oge,1993-11-6,152.6,78.5,M
3989,James,Burrowes,James@Burrowes.gho,1999-8-26,162.0,84.5,M
3990,Mitchell,Heins,Mitchell@Heins.kdw,1950-4-23,201.1,119.6,M
3991,Rebeca,Monette,Rebeca@Monette.bfc,1972-4-17,157.7,90.9,M
3992,Larry,Kavanagh,Larry@Kavanagh.rzz,1949-4-18,156.3,116.7,M
3993,Jay,Peralez,Jay@Peralez.sxp,1975-8-18,198.2,79.2,F
3994,Xiao,Smith,Xiao@Smith.tga,1977-1-2,183.5,101.2,M
3995,Karima,Casias,Karima@Casias.fgy,1966-10-9,171.0,48.4,F
3996,Brent,Durbin,Brent@Durbin.wzw,1972-11-13,194.7,54.9,M
3997,Josephine,Corner,Josephine@Corner.wrr,1978-12-27,207.1,67.7,M
3998,Edward,Speed,Edward@Speed.skh,1994-6-10,174.0,108.3,M
3999,Norris,Jones,Norris@Jones.byg,1966-10-14,215.8,58.9,F
4000,Angela,Gillam,Angela@Gillam.yih,1947-6-11,164.3,121.6,M
4001,Gina,Cox,Gina@Cox.hpv,1968-7-13,172.1,72.6,M
4002,Mathew,Jeffcoat,Mathew@Jeffcoat.ejl,1944-11-18,156.3,70.7,M
4003,Douglas,Bonin,Douglas@Bonin.puf,1980-11-15,183.2,40.8,F
4004,Frances,Jett,Frances@Jett.dfp,1987-6-4,177.7,78.4,M
4005,Donald,Peterson,Donald@Peterson.pxw,1961-2-4,175.9,116.0,M
4006,John,Barringer,John@Barringer.maq,2007-11-18,218.7,64.6,M
4007,Ashley,Pickens,Ashley@Pickens.xye,1950-11-18,161.4,113.6,M
4008,Gwendolyn,Jacobsen,Gwendolyn@Jacobsen.msw,1984-9-27,172.4,49.1,M
4009,Helen,Hansen,Helen@Hansen.pja,1954-6-5,182.3,99.3,M
4010,Scott,Hammond,Scott@Hammond.aal,1946-3-21,195.4,49.8,M
4011,Lori,Palmer,Lori@Palmer.lys,1989-6-28,204.1,79.9,M
4012,Bonnie,Moreno,Bonnie@Moreno.bka,1956-5-23,194.9,40.5,M
4013,Elizbeth,Spielman,Elizbeth@Spielman.arl,1975-8-26,174.3,125.8,F
4014,Emma,King,Emma@King.qae,1972-4-8,146.0,75.9,M
4015,Emil,Mccay,Emil@Mccay.qjy,1975-12-4,217.2,117.5,M
4016,Lisa,Wellman,Lisa@Wellman.nru,1946-10-23,149.3,128.2,M
4017,Karla,Bacon,Karla@Bacon.nqq,1997-9-22,181.9,96.1,M
4018,Robert,Schuler,Robert@Schuler.nvd,1951-12-27,145.7,125.4,M
4019,Antonia,Penn,Antonia@Penn.ydb,1967-1-22,198.1,88.0,F
4020,Amy,Jackson,Amy@Jackson.guv,1943-5-5,194.8,83.6,M
4021,Deborah,Ruple,Deborah@Ruple.vre,1990-6-22,207.0,75.4,M
4022,Thomas,Fisher,Thomas@Fisher.kdh,1967-7-5,156.8,105.7,M
4023,Nicola,Ruiz,Nicola@Ruiz.ciq,1994-1-12,159.1,43.9,M
4024,Matthew,Clyne,Matthew@Clyne.fys,2007-9-15,206.1,51.9,M
4025,Sandra,Harper,Sandra@Harper.vbg,1945-8-7,197.6,62.4,F
4026,Andrew,Lindsay,Andrew@Lindsay.lju,1985-10-1,143.5,42.3,M
4027,Brian,Lopez,Brian@Lopez.nmx,1989-11-13,189.7,51.4,F
4028,Israel,Hester,Israel@Hester.lrd,1999-10-16,191.8,55.8,M
4029,Thomas,Johnston,Thomas@Johnston.rue,1998-12-23,219.9,78.3,M
4030,Mike,Ballard,Mike@Ballard.opg,1946-6-13,167.9,58.5,F
4031,Peter,Prezzia,Peter@Prezzia.kdh,1995-2-13,217.7,95.2,M
4032,Paul,Hackley,Paul@Hackley.frk,1941-10-13,205.8,122.2,F
4033,Linda,Dixon,Linda@Dixon.kgt,1971-8-17,199.3,106.8,M
4034,Daniel,Adamson,Daniel@Adamson.ljt,1955-3-17,211.9,130.5,F
4035,Norris,Winters,Norris@Winters.wdk,2002-7-26,154.0,91.3,F
4036,Joseph,Gerveler,Joseph@Gerveler.zym,1956-7-5,208.6,61.7,F
4037,Elmer,Willette,Elmer@Willette.vxr,1988-12-17,171.2,118.1,F
4038,Geraldine,Wicker,Geraldine@Wicker.jqo,1986-4-9,204.3,64.9,M
4039,Clifford,Mork,Clifford@Mork.hbu,1993-12-24,151.6,65.0,M
4040,Marvin,Graves,Marvin@Graves.zme,1973-9-8,147.9,96.6,M
4041,James,Bruning,James@Bruning.pbv,1970-2-26,144.9,67.1,F
4042,Deborah,Davis,Deborah@Davis.epr,1976-2-16,189.0,108.1,M
4043,Andre,Grissinger,Andre@Grissinger.hby,1957-9-14,180.5,75.2,M
4044,Edna,Magedanz,Edna@Magedanz.sui,1998-4-14,201.0,108.5,M
4045,Georgiana,Wehrenberg,Georgiana@Wehrenberg.mxk,1995-11-2,215.5,118.6,F
4046,Jimmy,Mason,Jimmy@Mason.srk,1987-4-4,184.7,58.0,M
4047,John,Epperson,John@Epperson.gaq,2006-2-3,215.1,92.7,F
4048,Monica,Tran,Monica@Tran.zwt,1948-12-13,201.2,109.7,M
4049,Richard,Merritt,Richard@Merritt.qpz,2003-9-28,143.4,115.9,M
4050,Guillermo,Copstead,Guillermo@Copstead.mam,1944-7-20,155.2,69.2,M
4051,Tiffani,Kehres,Tiffani@Kehres.jlu,1997-3-19,155.5,110.0,M
4052,Thomas,Bartholf,Thomas@Bartholf.vxx,1992-12-15,181.2,51.3,M
4053,Francis,Bolton,Francis@Bolton.zvu,1969-7-15,213.0,108.2,M
4054,George,White,George@White.qpk,1950-5-19,181.2,94.3,M
4055,George,Mathews,George@Mathews.bzo,1981-1-2,219.1,58.1,M
4056,Sylvia,Crosby,Sylvia@Crosby.prx,1944-9-5,178.5,74.2,F
4057,Rhonda,Miller,Rhonda@Miller.bmb,1985-7-3,146.7,57.7,F
4058,Ryan,Ciaburri,Ryan@Ciaburri.imt,2009-1-28,210.9,41.8,M
4059,Alana,Hansen,Alana@Hansen.luo,1975-2-4,169.2,117.9,M
4060,Geneva,Serviss,Geneva@Serviss.phz,1982-1-1,207.6,93.0,M
4061,Steven,Hanover,Steven@Hanover.jad,1966-11-8,206.0,94.8,F
4062,Mark,Hills,Mark@Hills.ttp,1979-11-22,143.1,83.7,F
4063,Dianne,Christy,Dianne@Christy.ftb,2008-12-4,174.2,105.2,M
4064,Patricia,Burns,Patricia@Burns.onr,1991-5-19,194.8,42.4,M
4065,Leonard,Giguere,Leonard@Giguere.ven,1984-9-9,149.3,48.7,M
4066,Beverly,Friedman,Beverly@Friedman.xzo,1990-4-11,145.8,62.8,M
4067,Dixie,Folse,Dixie@Folse.wzj,1943-4-4,141.4,57.9,F
4068,Ada,Renshaw,Ada@Renshaw.ulh,1943-3-22,180.4,102.3,M
4069,Lorene,Soto,Lorene@Soto.blx,1954-11-9,188.1,100.8,M
4070,Rhiannon,Butterworth,Rhiannon@Butterworth.ywq,1950-6-15,143.0,77.8,M
4071,Rose,Cummins,Rose@Cummins.ckc,1977-3-15,188.7,91.1,M
4072,Bernard,Lashbrook,Bernard@Lashbrook.xuz,1984-2-26,152.2,82.0,F
4073,Terrence,Patterson,Terrence@Patterson.nhl,1977-1-18,172.1,112.2,M
4074,Elizabeth,Martin,Elizabeth@Martin.luu,1941-2-18,200.5,82.3,M
4075,Leslie,Austin,Leslie@Austin.jsb,1970-5-6,208.9,71.9,M
4076,Theodore,Obregon,Theodore@Obregon.dke,1941-5-8,216.2,93.1,F
4077,Marion,Fleshman,Marion@Fleshman.wpt,1989-7-16,159.1,44.0,F
4078,Mark,Thompson,Mark@Thompson.jhu,1941-10-1,168.8,80.4,M
4079,Richard,Fairley,Richard@Fairley.wgi,2003-8-4,162.5,110.2,M
