id_musicien,nom,prenom,mail,dateNaiss,style,sexe
350,Edna,Dillon,Edna@Dillon.mfe,1970-2-4,ROCK N ROLL,M
351,Martin,Washington,Martin@Washington.iuu,1941-1-4,ROCK N ROLL,M
352,Ross,Delgado,Ross@Delgado.mfk,1952-3-12,ORIONTAL,M
353,Brian,Dewolf,Brian@Dewolf.psw,1993-11-14,ORIONTAL,M
354,Lila,Jennings,Lila@Jennings.vcc,1963-8-12,classic,M
355,Sean,Briggs,Sean@Briggs.hhe,2005-7-22,ORIONTAL,M
356,Lois,Wilson,Lois@Wilson.ngl,1949-7-10,ORIONTAL,M
357,Joan,Shelton,Joan@Shelton.ccl,1942-2-15,JAZZ,M
358,Evangeline,Lapp,Evangeline@Lapp.qjf,1940-10-22,classic,F
359,Margaret,Bennett,Margaret@Bennett.ycc,1966-6-14,classic,M
360,John,Butler,John@Butler.yes,1945-2-3,classic,F
361,Erich,Rodriguez,Erich@Rodriguez.xqs,1951-1-20,ORIONTAL,F
362,Tamela,Roberts,Tamela@Roberts.zuk,2009-11-7,classic,M
363,Jong,Spiers,Jong@Spiers.yfg,1994-9-11,classic,M
364,John,Johnson,John@Johnson.bus,2004-1-8,classic,M
365,Harold,Quigley,Harold@Quigley.jmv,1967-4-17,ROCK N ROLL,M
366,Dave,Millis,Dave@Millis.tun,1951-2-3,JAZZ,M
367,Robert,Schaefer,Robert@Schaefer.dmr,1994-5-17,JAZZ,M
368,Sarah,Denault,Sarah@Denault.enl,1979-8-23,ROCK N ROLL,M
369,Robert,Vetrano,Robert@Vetrano.gfl,1997-9-17,ROCK N ROLL,M
370,Helen,Northcutt,Helen@Northcutt.uuq,1972-4-28,ROCK N ROLL,M
371,Michael,Richard,Michael@Richard.bxz,2000-1-27,ROCK N ROLL,M
372,Pamela,Arsenault,Pamela@Arsenault.qdn,1958-9-20,JAZZ,M
373,Joseph,Delgado,Joseph@Delgado.mtg,1977-10-15,classic,M
374,Barbara,Nardi,Barbara@Nardi.vjp,1993-6-22,ROCK N ROLL,F
375,Milton,Mcbride,Milton@Mcbride.psz,1946-11-10,JAZZ,M
376,Jennifer,Baker,Jennifer@Baker.bzu,2000-5-7,ROCK N ROLL,M
377,Robert,Price,Robert@Price.wni,1979-1-8,classic,M
378,Brian,Corcoran,Brian@Corcoran.fvk,1998-3-15,ROCK N ROLL,F
379,Carlene,Blanchard,Carlene@Blanchard.mpk,1956-1-21,ROCK N ROLL,M
380,Taylor,Wright,Taylor@Wright.obl,1970-10-24,JAZZ,F
381,Adrienne,Friesen,Adrienne@Friesen.hrb,1999-8-7,ROCK N ROLL,M
382,Diane,Gump,Diane@Gump.cwm,1940-11-5,ORIONTAL,M
383,Valerie,Harrison,Valerie@Harrison.djl,1944-8-14,classic,F
384,Mark,Lanehart,Mark@Lanehart.sxx,1969-1-9,ROCK N ROLL,F
385,Ryan,Larkin,Ryan@Larkin.ifl,1985-3-14,classic,F
386,William,Williams,William@Williams.ymd,1965-5-24,classic,M
387,Michael,Baxley,Michael@Baxley.vro,1999-11-3,ORIONTAL,F
388,Brittany,Price,Brittany@Price.nds,1981-6-26,ORIONTAL,F
389,Calvin,Feliciano,Calvin@Feliciano.nne,2003-8-2,JAZZ,M
390,Bryan,Smith,Bryan@Smith.nnj,2004-10-8,classic,F
391,Mary,Renfroe,Mary@Renfroe.myg,1960-4-13,ORIONTAL,F
392,Michael,Marashio,Michael@Marashio.ffk,1986-2-24,JAZZ,F
393,Maritza,Vanhorn,Maritza@Vanhorn.zmn,1991-7-19,classic,M
394,Kimberly,Deyoung,Kimberly@Deyoung.dte,1940-9-11,ROCK N ROLL,M
395,William,Rentz,William@Rentz.uqv,1966-8-1,JAZZ,M
396,Kalyn,Blackman,Kalyn@Blackman.hxc,2001-6-20,ROCK N ROLL,F
397,Eric,Moore,Eric@Moore.jnq,1998-8-15,classic,M
398,Jerry,Oneil,Jerry@Oneil.yrk,1953-6-10,classic,M
399,Bruce,Hicks,Bruce@Hicks.ows,1969-2-12,ORIONTAL,F
400,Glen,Hollifield,Glen@Hollifield.sbe,1982-1-11,JAZZ,F
401,Scott,Mavins,Scott@Mavins.skb,1979-5-20,classic,M
402,David,Huber,David@Huber.xke,2004-1-18,ROCK N ROLL,M
403,Anthony,Bridges,Anthony@Bridges.azq,1979-1-13,JAZZ,M
404,Ruben,Villegas,Ruben@Villegas.xgc,1940-7-1,ORIONTAL,M
405,Kenneth,Navarrete,Kenneth@Navarrete.gnz,1963-11-18,JAZZ,F
406,David,Stone,David@Stone.fpe,1970-6-8,classic,M
407,John,Perry,John@Perry.hun,1964-6-25,ROCK N ROLL,M
408,Crystal,Haupt,Crystal@Haupt.bmg,2007-10-24,ORIONTAL,M
409,Florence,Allen,Florence@Allen.uos,1945-9-6,JAZZ,M
410,Judith,Styles,Judith@Styles.lie,1984-9-3,ROCK N ROLL,F
411,Clara,Dampier,Clara@Dampier.lny,1970-10-24,ROCK N ROLL,M
412,Eugene,Wright,Eugene@Wright.fmr,1972-5-22,ORIONTAL,F
413,Betty,Blackmon,Betty@Blackmon.bzp,1999-2-3,ROCK N ROLL,M
414,Mildred,Gonzales,Mildred@Gonzales.ali,1950-1-8,ROCK N ROLL,M
415,Sharon,Hotchkiss,Sharon@Hotchkiss.abn,1945-1-25,ROCK N ROLL,M
416,Stephen,Hudson,Stephen@Hudson.byf,1963-3-14,ORIONTAL,F
417,Betty,Knowles,Betty@Knowles.bri,1945-12-5,JAZZ,F
418,Paul,Robinson,Paul@Robinson.dsx,2006-4-3,JAZZ,M
419,Maria,Simon,Maria@Simon.ant,1967-8-2,classic,F
420,Casey,West,Casey@West.hsv,2005-2-2,ORIONTAL,F
421,Teresa,Edwards,Teresa@Edwards.xgw,1991-3-16,JAZZ,F
422,Susan,Marsh,Susan@Marsh.nrt,1983-7-19,ORIONTAL,M
423,Ramona,Bartolome,Ramona@Bartolome.zuo,2002-3-23,classic,M
424,Maria,Martinez,Maria@Martinez.xhw,1944-4-22,JAZZ,M
425,Susan,Elia,Susan@Elia.klh,1997-3-13,classic,M
426,Jason,Hernandez,Jason@Hernandez.hup,1965-10-18,classic,F
427,Jason,Montello,Jason@Montello.dts,1946-5-24,ORIONTAL,F
428,Charlie,Fulton,Charlie@Fulton.ykh,1940-7-24,classic,M
429,Lauren,Bitter,Lauren@Bitter.ovf,1997-5-10,ORIONTAL,M
430,James,Villasenor,James@Villasenor.jxd,1975-4-14,ORIONTAL,M
431,Frieda,Riina,Frieda@Riina.xuj,1987-5-16,ROCK N ROLL,F
432,Alvin,Dixon,Alvin@Dixon.pbx,1969-3-28,JAZZ,M
433,Elaine,Pleasant,Elaine@Pleasant.fjn,1996-9-16,classic,M
434,Stephen,Barela,Stephen@Barela.hxh,1997-7-19,ORIONTAL,M
435,Jenna,Rogers,Jenna@Rogers.wkr,1950-5-22,classic,M
436,Mario,Alessandroni,Mario@Alessandroni.kus,1985-11-4,ORIONTAL,F
437,Joseph,Sutton,Joseph@Sutton.hin,1942-12-23,JAZZ,M
438,Rena,Serrell,Rena@Serrell.eni,1985-12-25,ORIONTAL,M
439,Nathan,Peterson,Nathan@Peterson.wxx,1968-6-25,ORIONTAL,M
440,James,Cushman,James@Cushman.mpx,1958-12-4,ROCK N ROLL,M
441,Jennifer,Watts,Jennifer@Watts.gmk,1944-6-3,classic,M
442,Nicole,Havlik,Nicole@Havlik.gti,2004-6-16,ROCK N ROLL,M
443,David,Carder,David@Carder.ulo,1973-3-3,ROCK N ROLL,M
444,Francisco,Pierce,Francisco@Pierce.lqf,1977-10-2,JAZZ,F
445,Robert,Alcantar,Robert@Alcantar.auw,1965-7-17,ROCK N ROLL,M
446,Tony,Montanez,Tony@Montanez.ytu,1966-11-3,classic,M
447,James,Mitchell,James@Mitchell.qua,1956-6-16,classic,F
448,Nancy,Dumond,Nancy@Dumond.ucx,1970-4-10,classic,M
449,Dwayne,Rivera,Dwayne@Rivera.ogw,1952-4-9,ORIONTAL,M
450,Barbara,Kurtz,Barbara@Kurtz.hfm,1942-1-26,JAZZ,F
451,Kathleen,Lane,Kathleen@Lane.uvm,1977-10-28,classic,F
452,Leonor,Calkins,Leonor@Calkins.ptm,1978-1-1,ROCK N ROLL,M
453,Dorothy,Creed,Dorothy@Creed.baz,1975-2-20,ORIONTAL,M
454,Elizabeth,Vanduzer,Elizabeth@Vanduzer.ykx,1954-10-18,ROCK N ROLL,F
455,Luisa,Gauthier,Luisa@Gauthier.twj,1978-7-25,classic,M
456,Patrick,Will,Patrick@Will.rhq,1974-11-25,ROCK N ROLL,F
457,Arthur,Mcqueen,Arthur@Mcqueen.sxl,1951-8-14,JAZZ,M
458,Christine,Johansson,Christine@Johansson.ivv,1977-7-5,ORIONTAL,M
459,Gary,Oquinn,Gary@Oquinn.bej,1986-12-5,ORIONTAL,M
460,Ana,Meixner,Ana@Meixner.siu,1987-3-21,ROCK N ROLL,M
461,Tracy,Hsu,Tracy@Hsu.yek,1998-7-23,ROCK N ROLL,M
462,Jody,Amodeo,Jody@Amodeo.tdf,1961-12-21,JAZZ,M
463,Meagan,Alejos,Meagan@Alejos.uhs,1998-10-26,ORIONTAL,F
464,Wendy,Moore,Wendy@Moore.hsc,2008-4-15,ORIONTAL,M
465,Thersa,Barr,Thersa@Barr.nwn,1970-4-9,JAZZ,F
466,Carmen,Stubbendeck,Carmen@Stubbendeck.quq,1988-4-20,JAZZ,M
467,Charles,Shepard,Charles@Shepard.cuu,1972-10-17,classic,F
468,Olga,Lewis,Olga@Lewis.aak,1987-11-14,ROCK N ROLL,M
469,Fred,Comstock,Fred@Comstock.otu,2002-6-19,JAZZ,F
470,Steven,Thorn,Steven@Thorn.tfm,1975-1-23,JAZZ,F
471,Nickie,Vann,Nickie@Vann.klo,2001-1-21,ORIONTAL,M
472,Holly,Nieto,Holly@Nieto.pbt,1988-9-6,classic,M
473,Ben,Ryan,Ben@Ryan.rhh,1963-7-4,ORIONTAL,M
474,Doris,Webb,Doris@Webb.gfs,1971-10-7,JAZZ,M
475,Doug,White,Doug@White.wkm,1968-9-10,classic,M
476,Nancy,Deberry,Nancy@Deberry.kzn,1998-1-27,JAZZ,M
477,Sharika,Webber,Sharika@Webber.whh,1953-6-4,JAZZ,M
478,William,Mcdougall,William@Mcdougall.dsf,2008-1-18,classic,M
479,Martha,Orozco,Martha@Orozco.rng,2001-3-3,ORIONTAL,F
480,Oscar,Sutton,Oscar@Sutton.ygh,1957-8-28,ROCK N ROLL,M
481,Anita,Rogers,Anita@Rogers.adn,1986-4-14,ORIONTAL,M
482,Olive,West,Olive@West.yga,1950-2-3,JAZZ,M
483,James,Warren,James@Warren.qaw,1998-10-22,ORIONTAL,M
484,Jose,Liles,Jose@Liles.hqa,1982-4-1,classic,M
485,Debra,Rea,Debra@Rea.kyv,1970-10-1,JAZZ,F
486,Karen,Alexander,Karen@Alexander.cdb,1995-10-2,ORIONTAL,F
487,Raymond,Bowling,Raymond@Bowling.ehq,1947-7-17,ORIONTAL,M
488,Douglas,Winterbottom,Douglas@Winterbottom.hty,1948-5-20,ORIONTAL,M
489,Danny,Frost,Danny@Frost.onm,1971-8-27,JAZZ,M
490,Alice,Culligan,Alice@Culligan.ogx,1969-8-6,ORIONTAL,M
491,Miguel,Bloomgren,Miguel@Bloomgren.uoz,1956-1-10,classic,M
492,Blossom,Stewart,Blossom@Stewart.mad,1997-9-9,JAZZ,M
493,Gregory,Candler,Gregory@Candler.ypl,1983-1-21,ROCK N ROLL,M
494,Wayne,Bishop,Wayne@Bishop.ynn,1940-3-26,JAZZ,M
495,William,Teague,William@Teague.xpx,1958-7-7,ORIONTAL,F
496,Richard,Schreck,Richard@Schreck.kjj,1946-9-18,ORIONTAL,M
497,Stephenie,Lozano,Stephenie@Lozano.nkh,1958-6-9,JAZZ,M
498,Kum,Schwartz,Kum@Schwartz.rkw,1945-3-19,classic,F
499,Bill,Larrabee,Bill@Larrabee.ads,1980-8-14,classic,M
500,Harold,Elder,Harold@Elder.yjw,1953-12-18,classic,M
501,Mary,Gomez,Mary@Gomez.tzk,1973-11-1,classic,M
502,Ethel,White,Ethel@White.mgw,1969-4-20,ORIONTAL,F
503,Helene,Sanchez,Helene@Sanchez.kgz,1969-4-19,ROCK N ROLL,M
504,Robert,Dickerson,Robert@Dickerson.tkp,1989-6-5,JAZZ,M
505,Edmund,Dunkle,Edmund@Dunkle.iht,1998-3-26,ORIONTAL,M
506,Barbara,Fulton,Barbara@Fulton.msk,2008-6-14,classic,M
507,Kenneth,Pierson,Kenneth@Pierson.mwd,1989-3-23,JAZZ,M
508,Karen,Cooper,Karen@Cooper.hcf,2005-1-3,classic,M
509,Donna,Brantley,Donna@Brantley.mti,1985-7-15,classic,M
510,Michael,Warncke,Michael@Warncke.mij,1952-9-6,ROCK N ROLL,F
511,Barbara,Magallanes,Barbara@Magallanes.qht,1970-6-23,classic,F
512,Marlyn,Rogriguez,Marlyn@Rogriguez.xkl,2006-1-21,JAZZ,F
513,Steven,Thayer,Steven@Thayer.tkp,1941-7-2,ORIONTAL,M
514,Dorothy,Babers,Dorothy@Babers.szq,1988-11-11,classic,M
515,Irene,Adams,Irene@Adams.ndw,1991-12-26,ORIONTAL,M
516,Alan,Poe,Alan@Poe.hwe,1978-9-8,ORIONTAL,M
517,Jeremy,Thompson,Jeremy@Thompson.yxx,2004-3-12,classic,M
518,Allison,Hammonds,Allison@Hammonds.bmq,1971-12-22,ORIONTAL,M
519,Steven,Leininger,Steven@Leininger.ryx,1948-5-12,ORIONTAL,M
520,Susan,Hubbard,Susan@Hubbard.vfs,1977-1-25,ROCK N ROLL,M
521,Tanisha,Pennell,Tanisha@Pennell.equ,2001-11-25,JAZZ,M
522,David,Freedman,David@Freedman.ddf,1975-9-17,classic,F
523,Roberto,Ramirez,Roberto@Ramirez.jci,1954-1-10,ORIONTAL,M
524,Gwendolyn,Thompson,Gwendolyn@Thompson.xip,1945-4-16,ORIONTAL,M
525,Pamela,Robledo,Pamela@Robledo.sut,1949-2-16,JAZZ,F
526,James,Donaldson,James@Donaldson.rmc,1989-9-24,classic,M
527,Brigida,Gallagher,Brigida@Gallagher.hai,1969-7-8,JAZZ,M
528,Janet,Kuman,Janet@Kuman.eax,2004-4-11,JAZZ,M
529,Wendy,Swearengin,Wendy@Swearengin.yni,1989-9-20,classic,M
530,Mary,Querry,Mary@Querry.nkl,1998-5-26,JAZZ,M
531,Beth,Graves,Beth@Graves.wab,1990-4-25,JAZZ,M
532,Jason,Sanders,Jason@Sanders.szb,1976-10-23,ROCK N ROLL,F
533,Charles,Erickson,Charles@Erickson.azm,2006-12-3,JAZZ,M
534,Joyce,Pope,Joyce@Pope.kde,1974-7-27,ROCK N ROLL,M
535,Harold,Hanson,Harold@Hanson.bbx,1955-2-5,ORIONTAL,M
536,Ruben,Batson,Ruben@Batson.mam,1964-4-4,classic,M
537,Katie,Soule,Katie@Soule.noz,1946-1-23,classic,M
538,Katie,Williams,Katie@Williams.wzy,1968-11-4,ORIONTAL,M
539,Gerald,Payton,Gerald@Payton.agu,1997-3-14,classic,F
540,Jerry,Cook,Jerry@Cook.tor,1952-8-10,classic,M
541,Danielle,Reynolds,Danielle@Reynolds.fnf,2009-5-16,ROCK N ROLL,F
542,Crystal,Mitchell,Crystal@Mitchell.jpc,1957-8-14,classic,F
543,Carlos,Shattuck,Carlos@Shattuck.fqk,1978-5-7,classic,M
544,Dorothy,Barbee,Dorothy@Barbee.fbu,1941-11-28,classic,M
545,Tammy,Moody,Tammy@Moody.sgz,1948-10-15,ROCK N ROLL,M
546,Louis,Cooley,Louis@Cooley.rpb,1971-11-19,ORIONTAL,M
547,Alberto,Rowe,Alberto@Rowe.mik,1968-11-16,ORIONTAL,M
548,Charles,Mumford,Charles@Mumford.qyw,2005-3-2,ORIONTAL,F
549,Ronald,Valasquez,Ronald@Valasquez.rfi,1982-2-3,JAZZ,M
550,Susan,Berry,Susan@Berry.cbg,1995-7-22,classic,M
551,Jeannette,Greene,Jeannette@Greene.qgd,1968-10-7,ROCK N ROLL,M
552,Peter,Wilson,Peter@Wilson.ogs,1949-2-10,classic,M
553,Renee,Johnson,Renee@Johnson.jvj,1971-7-7,classic,F
554,Don,Hauger,Don@Hauger.sja,1969-8-19,ORIONTAL,M
555,Barbara,Petitjean,Barbara@Petitjean.zmv,1989-8-28,classic,M
556,Barbara,Gentry,Barbara@Gentry.yhh,1955-7-14,ORIONTAL,F
557,Paul,Watson,Paul@Watson.jit,1969-4-2,ROCK N ROLL,F
558,Chris,Perez,Chris@Perez.chz,1945-1-27,classic,M
559,Guadalupe,Feltman,Guadalupe@Feltman.zxy,1980-3-16,ROCK N ROLL,M
560,Susan,Silva,Susan@Silva.efc,2000-2-16,classic,M
561,Robin,Hanline,Robin@Hanline.rnn,1960-2-24,classic,M
562,Patricia,Christopherso,Patricia@Christopherso.zxt,1977-4-20,ROCK N ROLL,M
563,Joan,Haynes,Joan@Haynes.lfg,1990-6-10,classic,M
564,Barbie,Robinson,Barbie@Robinson.vwh,2000-9-17,ROCK N ROLL,F
565,Jennifer,Foreman,Jennifer@Foreman.kqh,1942-10-16,ROCK N ROLL,M
566,Mary,Wilson,Mary@Wilson.yfh,1976-7-15,ROCK N ROLL,M
567,Jerry,Smith,Jerry@Smith.bbt,1971-7-10,ORIONTAL,F
568,Andrew,Bell,Andrew@Bell.yhd,1956-3-2,ROCK N ROLL,M
569,Cynthia,Porter,Cynthia@Porter.eoa,1976-4-16,classic,F
570,Ann,Avila,Ann@Avila.ozf,1951-3-7,classic,M
571,Alvina,Dearborn,Alvina@Dearborn.xeo,1965-3-8,JAZZ,M
572,Christie,Adams,Christie@Adams.lwp,1998-6-18,JAZZ,M
573,Linda,Dear,Linda@Dear.uiv,1956-8-16,ORIONTAL,M
574,Richard,Aucoin,Richard@Aucoin.xna,1998-12-13,ROCK N ROLL,M
575,Carole,Gibbs,Carole@Gibbs.kyb,1975-6-5,classic,M
576,Jessica,Kennerly,Jessica@Kennerly.rkr,1982-8-26,JAZZ,F
577,Ernestine,Seay,Ernestine@Seay.ncu,1999-4-17,ROCK N ROLL,M
578,Kay,Delang,Kay@Delang.ezt,2002-6-24,ROCK N ROLL,F
579,Christopher,Bentson,Christopher@Bentson.luh,2005-2-3,classic,M
580,Rose,Butler,Rose@Butler.hnc,1997-4-9,classic,M
581,Monica,Miller,Monica@Miller.ymz,1966-5-22,ROCK N ROLL,M
582,John,Sanches,John@Sanches.atn,1953-6-24,ORIONTAL,M
583,Kenneth,Florio,Kenneth@Florio.awn,1976-8-25,ORIONTAL,M
584,Marilyn,Alls,Marilyn@Alls.nor,1949-4-9,classic,F
585,Misty,Hershman,Misty@Hershman.qwr,1944-9-13,JAZZ,F
586,Paul,Jones,Paul@Jones.spy,1976-4-4,ROCK N ROLL,M
587,Isabel,Cambridge,Isabel@Cambridge.ptw,1941-2-26,JAZZ,F
588,Christine,Smith,Christine@Smith.yib,1963-11-2,JAZZ,M
589,Michele,Mcguffey,Michele@Mcguffey.bxp,1972-10-26,ROCK N ROLL,M
590,Gary,Steinmetz,Gary@Steinmetz.rri,1949-6-9,JAZZ,M
591,Miguel,Mosely,Miguel@Mosely.wyo,1947-10-23,JAZZ,F
592,James,Greenough,James@Greenough.frx,1966-5-14,classic,M
593,Ha,Fritzler,Ha@Fritzler.aom,1975-11-9,JAZZ,M
594,Yolanda,Graham,Yolanda@Graham.rlw,1992-3-17,ROCK N ROLL,M
595,Gene,Hillegas,Gene@Hillegas.znz,1947-12-26,ROCK N ROLL,M
596,Michael,Gardner,Michael@Gardner.moy,1966-11-5,JAZZ,M
597,Billy,Martinez,Billy@Martinez.ezi,1946-11-19,ROCK N ROLL,M
598,James,Munn,James@Munn.yud,1983-5-10,ROCK N ROLL,M
599,Lamar,Bell,Lamar@Bell.xtp,1982-12-8,classic,F
600,Leah,Griffin,Leah@Griffin.amh,1945-7-19,JAZZ,F
601,Jean,Mcintyre,Jean@Mcintyre.gxj,2009-10-22,JAZZ,F
602,Trina,Janczewski,Trina@Janczewski.xgz,1972-11-14,JAZZ,M
603,Johnny,Garcia,Johnny@Garcia.isq,1951-8-25,JAZZ,M
604,Anthony,Coward,Anthony@Coward.cih,1959-12-3,classic,M
605,Pei,Ingalls,Pei@Ingalls.toc,1985-11-16,JAZZ,M
606,Ernesto,Manville,Ernesto@Manville.lrw,2005-2-17,JAZZ,F
607,Kenneth,Miller,Kenneth@Miller.dvg,1976-10-15,ROCK N ROLL,M
608,Tyrone,Bay,Tyrone@Bay.mmt,1971-11-4,classic,M
609,Wendie,Bowl,Wendie@Bowl.rxt,1942-12-4,classic,M
610,Andrew,Veal,Andrew@Veal.kob,1944-11-19,ORIONTAL,M
611,Jon,Olson,Jon@Olson.kbx,1981-5-4,classic,F
612,Erica,Huff,Erica@Huff.fxo,1986-7-9,ORIONTAL,M
613,David,Clark,David@Clark.igf,1959-12-23,ORIONTAL,F
614,Santana,Pedersen,Santana@Pedersen.ibc,1948-1-6,JAZZ,F
615,Patricia,Ballard,Patricia@Ballard.mcp,1973-9-14,ROCK N ROLL,M
616,John,Padilla,John@Padilla.hpr,1949-11-27,ORIONTAL,F
617,Margaret,Robertson,Margaret@Robertson.qgx,1968-9-18,ORIONTAL,F
618,Albert,Blackmon,Albert@Blackmon.nun,1993-11-26,ORIONTAL,M
619,Prudence,Walker,Prudence@Walker.ujo,1989-6-26,JAZZ,M
620,Omar,Bates,Omar@Bates.nnn,1952-10-14,JAZZ,F
621,Katrina,Baker,Katrina@Baker.ebv,1980-1-24,classic,M
622,Willie,Richards,Willie@Richards.avo,2004-5-18,ROCK N ROLL,M
623,John,Tuai,John@Tuai.xyj,1965-3-1,ORIONTAL,F
624,Stephen,Brookins,Stephen@Brookins.zcr,1978-1-27,ORIONTAL,F
625,Mary,Fulton,Mary@Fulton.gsg,1978-4-12,JAZZ,M
626,Andria,Brown,Andria@Brown.unp,1984-12-17,JAZZ,F
627,Jade,Lawton,Jade@Lawton.lxy,1944-7-18,ROCK N ROLL,F
628,Irene,Pearce,Irene@Pearce.ypp,1992-9-26,JAZZ,M
629,Robert,Tabron,Robert@Tabron.mvk,1969-7-4,ORIONTAL,F
630,Deborah,Lyons,Deborah@Lyons.csx,1970-6-20,JAZZ,M
631,Eileen,Oneill,Eileen@Oneill.iae,1978-9-9,ROCK N ROLL,M
632,Michael,Credle,Michael@Credle.uef,1950-8-16,classic,M
633,Jennifer,Ramirez,Jennifer@Ramirez.wvl,1947-2-23,classic,M
634,Nicholas,Aquilina,Nicholas@Aquilina.jtk,1961-7-17,ORIONTAL,M
635,Frances,Rounds,Frances@Rounds.vtv,1959-5-25,ORIONTAL,M
636,James,Young,James@Young.ugm,2000-2-16,ORIONTAL,M
637,James,Perry,James@Perry.kds,1941-10-23,ROCK N ROLL,F
638,Jeanette,Bommarito,Jeanette@Bommarito.dnb,1975-2-12,classic,M
639,Antonia,Orr,Antonia@Orr.ajv,1950-7-4,ORIONTAL,M
640,Julio,Brown,Julio@Brown.jrg,1953-3-7,ORIONTAL,M
641,Ingrid,Ruse,Ingrid@Ruse.mgc,1969-9-10,ORIONTAL,M
642,Marie,Morton,Marie@Morton.qjq,1977-12-14,classic,M
643,Robert,Scheff,Robert@Scheff.fdj,1962-10-17,classic,M
644,Christopher,Stitt,Christopher@Stitt.ezb,1969-9-4,ORIONTAL,M
645,Sarah,Lombard,Sarah@Lombard.lzb,1961-9-13,ORIONTAL,F
646,Lois,Barnard,Lois@Barnard.knk,1984-5-16,ORIONTAL,F
647,Matthew,Evans,Matthew@Evans.dhs,1989-3-9,ROCK N ROLL,M
648,Betty,Wilder,Betty@Wilder.wot,1960-1-24,ROCK N ROLL,M
649,Bobby,Buckner,Bobby@Buckner.xyy,1957-7-5,classic,M
650,Christopher,Lopez,Christopher@Lopez.lrr,1948-4-26,JAZZ,M
651,Patricia,Romney,Patricia@Romney.waj,1945-3-17,JAZZ,M
652,George,Slavin,George@Slavin.xpc,1977-5-14,ROCK N ROLL,F
653,Joseph,Mullins,Joseph@Mullins.tes,2004-2-7,ORIONTAL,F
654,Galen,Baker,Galen@Baker.ohv,2002-8-18,ORIONTAL,F
655,Ruby,Carmichael,Ruby@Carmichael.lnk,2001-6-19,JAZZ,M
656,Roger,Sullivan,Roger@Sullivan.xzn,1968-8-17,classic,M
657,Erica,Sonoski,Erica@Sonoski.xvi,1990-2-3,ORIONTAL,F
658,Henry,Sanders,Henry@Sanders.coy,1972-7-19,classic,M
659,Lisa,Mellinger,Lisa@Mellinger.ocq,1965-5-26,ORIONTAL,M
660,June,Williams,June@Williams.mai,1987-3-8,JAZZ,M
661,Sylvia,Novak,Sylvia@Novak.nbh,1975-5-27,JAZZ,F
662,John,Brown,John@Brown.acd,1957-7-5,ORIONTAL,M
663,James,Hall,James@Hall.ncy,1982-7-19,ORIONTAL,F
664,Cory,Hinds,Cory@Hinds.slr,1975-6-19,ORIONTAL,M
665,Robert,Faw,Robert@Faw.iye,1965-1-1,JAZZ,M
666,Michael,Comer,Michael@Comer.bsd,1971-4-1,classic,M
667,Kristen,Anderson,Kristen@Anderson.kkg,1942-10-24,JAZZ,M
668,James,Tarter,James@Tarter.zhz,1999-7-15,ROCK N ROLL,M
669,Anette,Mcclain,Anette@Mcclain.msq,1946-7-11,JAZZ,M
670,Bill,Rogers,Bill@Rogers.tpj,1943-1-27,ROCK N ROLL,M
671,Judy,Scott,Judy@Scott.fhk,1961-4-17,classic,M
672,Rebecca,Dixon,Rebecca@Dixon.wmn,1986-1-23,JAZZ,M
673,Marshall,Mccoy,Marshall@Mccoy.ucw,1945-11-20,ORIONTAL,M
674,Caitlin,Tatsch,Caitlin@Tatsch.bwo,1945-2-16,ORIONTAL,M
675,Mark,Goss,Mark@Goss.soa,1976-7-8,JAZZ,M
676,Elizabeth,Dunkleberger,Elizabeth@Dunkleberger.mjh,2002-8-8,JAZZ,F
677,Marie,Eychaner,Marie@Eychaner.huq,1997-10-7,ORIONTAL,M
678,Julia,Kriss,Julia@Kriss.mhq,1952-10-3,classic,M
679,Brandon,Borrell,Brandon@Borrell.mkc,1950-4-23,ROCK N ROLL,M
680,Micah,Salazar,Micah@Salazar.bmo,1980-8-1,ROCK N ROLL,F
681,Jason,Harden,Jason@Harden.ace,2004-5-1,ROCK N ROLL,M
682,Jonathan,Monroe,Jonathan@Monroe.nki,1995-5-9,classic,M
683,Horace,Roca,Horace@Roca.jqy,1997-4-21,ORIONTAL,M
684,Odell,Peacock,Odell@Peacock.xwo,1966-3-25,ORIONTAL,M
685,Kenneth,Gilbert,Kenneth@Gilbert.xkm,1951-1-23,ROCK N ROLL,M
686,Ryan,Edwards,Ryan@Edwards.uxg,1964-1-14,classic,M
687,Kenneth,Blanton,Kenneth@Blanton.ieg,1956-12-17,JAZZ,M
688,Laurie,Nicholson,Laurie@Nicholson.hrx,1989-8-4,ORIONTAL,F
689,Lisa,Sweet,Lisa@Sweet.kux,2003-11-3,JAZZ,F
690,Gregorio,Gottschalk,Gregorio@Gottschalk.nfu,1947-12-1,classic,M
691,Lawrence,Killinger,Lawrence@Killinger.wkm,2001-1-3,classic,F
692,Susan,Roberts,Susan@Roberts.miz,1984-3-27,JAZZ,F
693,Paul,Kakos,Paul@Kakos.zpc,1988-9-19,JAZZ,M
694,Herbert,Arredondo,Herbert@Arredondo.zso,1940-8-27,ROCK N ROLL,M
695,Lori,Tate,Lori@Tate.itk,1971-1-25,JAZZ,M
696,Walter,Thompson,Walter@Thompson.mgc,1996-4-9,JAZZ,M
697,Justin,Woods,Justin@Woods.emo,1953-1-2,ROCK N ROLL,M
698,Thomas,Schulz,Thomas@Schulz.whu,1967-5-27,classic,M
